area,construction_type,region,cimento,areia,tijolos
9.6,residential,suburban,1.9,5.2,0.621
77.9,residential,urban,16.8,48.6,4.399
20.4,residential,urban,4.2,12.5,1.389
53.4,commercial,suburban,12.1,33.4,3.856
20.7,residential,urban,3.9,14.5,1.216
212.8,industrial,suburban,47.4,131.7,19.938
39.7,residential,urban,7.6,28.0,2.383
149.1,residential,urban,28.3,80.5,9.314
296.8,industrial,suburban,61.7,193.3,28.53
282.3,residential,suburban,57.4,203.1,16.555
74.4,commercial,suburban,16.3,39.8,5.011
409.0,residential,suburban,75.1,285.6,22.186
106.7,commercial,rural,23.3,51.2,7.305
13.8,residential,rural,2.7,9.8,0.826
219.3,residential,suburban,48.0,128.7,13.571
63.2,residential,urban,11.5,34.3,4.202
16.6,commercial,urban,3.4,8.8,1.242
156.7,industrial,urban,35.7,99.0,13.868
97.9,commercial,suburban,22.0,50.2,6.915
213.8,residential,rural,41.5,112.6,12.994
175.6,residential,suburban,37.6,99.5,9.913
38.6,residential,suburban,8.1,22.7,2.442
29.6,residential,urban,5.8,21.2,1.887
132.4,residential,urban,25.9,89.0,7.747
85.2,residential,suburban,16.6,54.7,5.386
7.2,residential,rural,1.6,4.4,0.368
20.0,commercial,rural,4.4,11.0,1.257
16.4,residential,suburban,3.4,7.9,0.953
89.1,residential,urban,17.4,57.8,5.807
9.0,residential,suburban,2.0,5.6,0.555
23.3,residential,suburban,4.7,15.1,1.314
78.8,residential,urban,16.9,55.8,4.885
14.3,residential,rural,3.1,9.4,0.824
28.5,residential,suburban,5.3,14.2,1.663
237.3,commercial,urban,53.8,149.7,16.879
119.4,residential,urban,22.0,82.8,7.816
36.7,residential,urban,7.2,26.0,2.103
209.8,residential,suburban,44.9,149.7,12.81
28.8,residential,urban,5.3,18.9,1.706
88.9,residential,urban,18.5,52.1,5.566
46.0,residential,urban,8.9,23.3,2.702
139.5,residential,suburban,27.4,97.2,7.685
46.5,commercial,urban,9.3,23.5,3.696
28.6,commercial,urban,5.6,16.9,2.302
93.6,residential,urban,17.8,58.8,5.33
136.8,residential,urban,27.6,83.2,8.523
76.9,residential,rural,14.8,45.7,4.087
126.0,commercial,suburban,26.5,62.6,9.921
54.8,industrial,suburban,13.0,40.1,5.26
158.7,residential,urban,28.7,107.9,9.685
88.0,residential,rural,19.3,46.0,4.635
21.8,commercial,suburban,4.9,15.0,1.706
221.4,residential,rural,44.9,106.5,13.336
181.3,commercial,rural,37.5,102.4,11.638
332.2,commercial,urban,65.3,197.5,27.186
84.2,industrial,suburban,18.2,44.8,8.067
112.6,residential,suburban,22.4,58.0,6.163
199.2,residential,rural,36.6,122.1,10.327
5.4,commercial,rural,1.1,3.7,0.363
243.3,residential,rural,50.7,155.2,14.28
31.6,residential,rural,6.8,19.1,1.723
5.9,commercial,suburban,1.1,3.6,0.409
27.1,commercial,urban,5.8,13.5,2.031
88.3,residential,suburban,16.5,47.2,4.87
4.9,residential,urban,0.9,3.1,0.304
1.0,residential,urban,0.2,0.6,0.065
102.0,residential,urban,21.2,57.0,6.725
60.4,residential,urban,12.2,32.0,3.795
186.0,commercial,suburban,39.8,121.4,13.752
29.8,residential,suburban,5.4,20.1,1.913
32.9,commercial,urban,7.1,17.1,2.632
8.1,residential,urban,1.7,5.7,0.507
77.3,commercial,rural,15.7,42.1,5.744
45.6,residential,urban,9.9,31.5,3.072
41.5,commercial,urban,8.8,22.4,3.303
61.2,residential,rural,12.6,35.8,3.728
189.5,commercial,urban,43.4,130.0,13.879
11.1,industrial,rural,2.5,6.2,0.982
74.1,commercial,suburban,15.3,48.6,5.746
21.9,residential,urban,4.1,11.3,1.404
23.9,commercial,rural,4.6,12.0,1.695
29.7,residential,urban,6.4,17.4,1.767
61.5,commercial,suburban,13.4,40.6,4.291
68.2,residential,urban,13.1,48.8,4.313
205.2,residential,urban,38.8,133.3,11.791
222.7,industrial,suburban,44.8,120.5,18.802
88.3,industrial,urban,19.6,56.4,8.524
33.0,residential,suburban,6.7,18.2,1.834
170.6,industrial,urban,40.9,94.0,17.023
157.4,residential,urban,31.2,100.1,9.294
159.9,residential,urban,31.0,104.5,10.678
1.7,commercial,urban,0.4,1.0,0.136
140.2,commercial,suburban,30.5,82.3,9.851
191.5,residential,suburban,42.0,124.9,10.914
92.9,commercial,urban,19.9,55.7,7.203
139.1,commercial,urban,28.2,75.5,9.815
149.7,residential,urban,32.6,77.5,8.779
70.6,commercial,urban,13.5,37.6,5.764
168.0,commercial,urban,35.4,106.6,11.36
157.2,residential,suburban,28.5,103.4,9.851
247.8,residential,suburban,51.9,141.6,14.529
254.3,residential,urban,48.6,137.3,15.514
75.4,industrial,urban,15.5,44.2,6.941
3.2,commercial,suburban,0.7,2.1,0.219
1.9,residential,suburban,0.4,1.4,0.118
279.6,commercial,urban,60.6,177.8,21.676
41.2,residential,suburban,7.9,21.3,2.223
47.4,industrial,suburban,11.4,25.1,4.118
63.5,commercial,urban,13.6,39.4,4.337
30.9,commercial,urban,7.1,17.3,2.487
89.3,residential,urban,16.5,42.9,5.66
153.5,residential,urban,30.5,81.3,9.644
29.8,commercial,rural,6.1,20.2,2.008
135.9,residential,urban,24.5,66.7,8.856
111.5,industrial,urban,24.5,73.7,11.416
74.6,commercial,suburban,16.9,36.3,5.224
39.4,residential,urban,7.4,21.5,2.697
206.2,residential,urban,43.9,121.0,11.942
51.5,industrial,rural,12.3,27.6,3.925
46.9,residential,urban,9.8,32.2,2.764
102.5,residential,rural,21.0,70.1,6.298
253.0,residential,suburban,53.4,122.9,15.314
70.9,industrial,suburban,15.9,50.1,5.887
128.3,industrial,urban,29.7,72.3,11.994
61.0,residential,suburban,11.4,30.0,3.954
24.7,residential,urban,4.5,13.2,1.618
13.2,industrial,suburban,2.7,7.4,1.128
14.7,residential,urban,3.0,7.1,0.894
2.2,residential,urban,0.5,1.1,0.135
80.5,residential,urban,15.5,54.0,5.354
14.1,residential,rural,2.8,8.2,0.805
200.8,residential,urban,37.9,104.6,11.44
406.9,commercial,suburban,91.6,251.3,31.221
68.5,residential,suburban,12.5,35.4,4.18
59.7,residential,rural,12.0,36.5,3.178
42.8,residential,urban,7.9,28.0,2.639
101.6,residential,urban,19.4,56.4,6.207
93.7,residential,suburban,20.4,51.3,5.034
42.1,residential,urban,8.4,25.6,2.548
42.0,residential,suburban,7.8,25.1,2.695
103.5,residential,rural,21.7,64.8,5.555
80.9,residential,suburban,15.2,46.3,4.499
126.8,commercial,urban,28.4,66.4,8.586
283.7,residential,urban,57.6,145.5,17.959
151.2,residential,urban,31.3,95.6,9.067
36.3,residential,rural,7.4,20.1,2.226
142.3,residential,urban,31.1,73.6,8.229
59.8,commercial,suburban,11.5,29.4,3.869
150.4,commercial,suburban,34.4,94.2,10.604
217.7,commercial,rural,46.7,110.6,14.924
28.8,commercial,urban,6.5,15.9,2.23
27.3,residential,urban,5.5,13.7,1.824
56.7,industrial,suburban,12.7,31.3,4.56
5.3,industrial,suburban,1.2,3.3,0.5
115.7,residential,rural,20.8,67.8,6.974
138.5,residential,suburban,25.4,94.0,8.214
42.4,residential,suburban,8.5,25.4,2.736
62.6,industrial,rural,13.7,32.0,4.995
89.2,residential,urban,17.4,63.6,5.199
7.6,residential,suburban,1.5,4.5,0.459
124.2,commercial,suburban,24.2,72.6,8.229
74.8,commercial,urban,15.6,44.2,6.054
97.9,residential,rural,20.1,57.1,5.435
128.7,industrial,urban,26.7,67.8,11.963
112.6,commercial,urban,25.6,60.5,9.01
10.0,residential,rural,1.9,5.5,0.611
152.6,residential,urban,30.4,86.9,10.219
94.2,commercial,suburban,19.8,66.5,6.16
125.5,residential,suburban,26.2,69.0,7.707
30.3,residential,urban,6.6,17.6,1.748
25.0,residential,urban,5.4,16.8,1.451
174.9,residential,urban,38.3,107.5,10.638
49.5,residential,urban,9.8,32.8,3.272
85.6,commercial,suburban,19.1,52.0,5.791
80.2,residential,rural,17.3,44.3,4.075
88.0,commercial,suburban,20.0,51.3,6.715
7.2,residential,rural,1.3,4.9,0.404
36.0,commercial,urban,7.2,25.6,2.612
6.9,industrial,suburban,1.5,4.5,0.663
65.4,commercial,urban,14.5,44.6,4.946
232.4,residential,suburban,46.8,147.8,13.485
49.3,commercial,rural,9.4,31.7,3.668
152.5,commercial,rural,34.9,82.2,11.286
33.9,residential,suburban,7.4,19.8,1.849
194.0,residential,urban,36.3,129.1,12.281
54.4,commercial,suburban,11.1,34.8,3.784
43.9,residential,urban,9.3,27.8,2.977
119.6,residential,rural,24.9,72.3,7.334
71.9,residential,urban,14.0,42.5,4.64
41.1,residential,urban,8.8,22.7,2.581
6.0,residential,suburban,1.1,4.1,0.327
18.2,commercial,suburban,3.9,13.0,1.42
148.0,commercial,suburban,31.9,77.4,10.444
253.5,commercial,suburban,56.9,164.8,16.55
18.5,commercial,urban,3.9,9.7,1.285
84.3,residential,urban,17.3,54.4,5.175
3.5,residential,urban,0.7,1.9,0.222
34.4,residential,urban,6.5,18.7,2.316
59.6,residential,urban,11.6,37.1,3.831
133.1,commercial,urban,29.7,82.1,10.046
4.5,commercial,rural,0.9,3.1,0.31
152.0,residential,rural,29.3,89.8,8.784
22.6,commercial,suburban,4.5,15.9,1.565
142.5,residential,suburban,25.8,74.0,8.95
98.2,residential,urban,19.4,56.7,6.641
41.5,commercial,urban,8.9,27.3,2.91
128.6,residential,urban,25.2,91.9,7.494
27.0,commercial,suburban,5.5,14.1,1.87
24.8,residential,suburban,4.9,14.0,1.339
6.4,commercial,suburban,1.4,4.5,0.477
49.9,residential,urban,9.9,25.6,3.192
10.3,residential,suburban,2.0,6.4,0.672
54.4,residential,urban,10.3,29.7,3.174
1.0,commercial,urban,0.2,0.6,0.077
16.9,residential,suburban,3.7,10.4,1.101
269.4,industrial,urban,56.4,171.9,25.963
158.7,commercial,suburban,32.2,79.9,12.291
26.9,residential,urban,5.5,13.6,1.796
126.7,commercial,urban,28.0,72.9,9.996
110.4,commercial,urban,21.0,67.7,8.511
19.5,residential,urban,4.0,13.9,1.106
46.4,commercial,rural,10.4,31.7,3.061
245.0,residential,suburban,46.6,134.9,13.754
134.2,commercial,rural,26.2,73.5,9.832
142.9,commercial,urban,30.8,72.0,10.418
83.0,industrial,urban,16.5,46.7,7.206
109.5,commercial,rural,24.0,62.9,7.083
71.1,residential,suburban,12.9,38.8,3.952
135.1,residential,urban,25.2,96.2,9.074
131.9,industrial,urban,28.4,93.7,11.216
3.2,residential,suburban,0.7,1.7,0.191
99.9,commercial,suburban,22.6,59.5,6.695
99.4,commercial,suburban,19.1,61.7,7.238
7.0,commercial,urban,1.4,4.6,0.518
52.8,commercial,urban,10.4,33.6,4.023
229.1,commercial,suburban,45.4,160.4,16.291
306.7,residential,suburban,58.4,174.0,18.404
152.4,residential,urban,27.9,99.9,10.221
16.4,residential,rural,3.6,11.4,0.83
47.0,industrial,urban,10.8,33.4,4.008
20.2,residential,suburban,3.9,9.9,1.259
105.6,commercial,suburban,22.1,74.3,7.636
148.3,residential,rural,28.4,81.7,8.165
215.2,residential,urban,45.0,106.3,12.205
197.1,commercial,urban,40.7,136.5,15.412
10.4,residential,urban,2.2,6.1,0.673
13.4,residential,rural,2.7,9.4,0.731
240.4,residential,rural,52.7,122.0,14.25
185.7,residential,suburban,36.9,109.1,11.602
61.7,commercial,urban,12.5,43.9,5.024
56.2,residential,rural,10.3,30.6,3.451
80.5,residential,urban,16.8,51.0,5.132
90.8,commercial,suburban,17.6,55.7,6.402
29.3,residential,suburban,6.2,19.6,1.911
51.7,commercial,urban,11.3,32.6,3.54
96.7,commercial,rural,20.6,50.5,7.201
23.1,residential,urban,4.6,13.4,1.48
500.0,residential,suburban,102.3,329.6,30.466
33.3,commercial,suburban,6.3,21.0,2.343
80.4,residential,rural,17.5,57.8,4.66
80.8,residential,urban,14.9,50.4,5.513
60.1,commercial,rural,11.8,33.8,4.451
27.6,residential,rural,5.3,13.5,1.534
83.3,commercial,suburban,18.9,52.3,6.361
9.5,residential,suburban,2.0,5.4,0.54
48.9,commercial,suburban,9.6,25.8,3.368
25.4,commercial,urban,5.2,18.0,1.76
13.3,residential,suburban,2.8,8.8,0.73
259.7,commercial,urban,55.6,150.7,17.809
120.4,commercial,rural,24.0,62.9,7.989
18.5,residential,suburban,3.9,11.8,1.154
298.4,residential,suburban,61.0,205.4,18.484
24.3,residential,suburban,4.4,16.0,1.582
26.9,residential,suburban,5.6,18.4,1.551
14.3,residential,urban,2.9,9.2,0.839
130.1,commercial,rural,28.0,77.7,8.366
84.6,commercial,rural,18.3,49.4,5.464
6.0,industrial,rural,1.4,3.4,0.534
2.6,commercial,urban,0.6,1.7,0.197
76.1,residential,suburban,14.0,48.4,4.396
105.4,residential,urban,21.1,75.2,6.444
173.1,residential,urban,31.5,109.6,10.59
65.1,commercial,rural,12.9,35.9,4.778
112.9,residential,suburban,22.4,62.0,6.875
132.3,commercial,suburban,27.4,84.7,9.727
94.9,residential,urban,17.1,63.9,6.107
43.4,residential,suburban,8.6,22.6,2.396
14.1,residential,suburban,3.1,7.6,0.89
104.3,commercial,rural,21.2,53.9,7.587
146.4,commercial,rural,28.3,72.0,10.353
21.1,residential,urban,4.4,12.2,1.222
68.3,residential,rural,13.9,48.4,3.916
50.6,industrial,rural,12.2,34.4,3.803
23.0,residential,suburban,4.8,11.9,1.361
28.1,residential,suburban,5.4,19.7,1.731
27.1,residential,rural,5.9,16.5,1.636
54.3,residential,urban,11.8,32.0,3.42
49.5,residential,rural,10.7,32.0,2.667
80.8,residential,suburban,16.3,38.9,5.072
9.8,commercial,suburban,2.2,6.9,0.686
87.0,residential,rural,17.4,42.6,4.873
2.2,commercial,suburban,0.5,1.3,0.173
29.8,residential,urban,5.7,21.3,1.989
69.7,residential,suburban,13.7,43.0,3.995
116.1,residential,rural,25.2,62.1,5.882
147.5,residential,urban,30.2,88.2,9.197
3.6,residential,rural,0.8,2.2,0.215
77.1,residential,suburban,15.2,53.4,4.503
43.8,residential,urban,8.2,30.5,2.687
118.7,industrial,rural,28.0,64.0,8.727
33.4,residential,urban,7.3,16.9,2.119
136.1,residential,rural,24.7,72.7,8.001
92.2,residential,urban,17.4,45.8,6.23
155.9,residential,urban,29.9,93.7,9.087
416.0,residential,rural,84.6,261.1,21.72
239.2,residential,suburban,52.0,144.6,14.258
90.0,residential,urban,17.4,63.3,5.996
224.2,residential,urban,46.8,118.3,13.303
16.6,residential,urban,3.3,10.1,0.973
4.4,commercial,rural,0.9,3.0,0.307
76.2,residential,suburban,14.6,41.9,4.154
366.4,residential,urban,67.1,225.1,22.582
123.7,industrial,urban,26.5,84.3,10.58
36.4,residential,urban,7.4,21.9,2.34
110.5,residential,urban,21.6,61.5,7.266
4.1,residential,rural,0.9,2.0,0.238
63.6,residential,urban,13.2,36.0,4.015
27.1,residential,urban,5.6,13.0,1.805
5.0,residential,urban,1.0,2.8,0.316
28.8,residential,urban,6.3,14.6,1.671
128.2,commercial,suburban,25.0,73.2,8.743
80.1,commercial,suburban,15.6,48.3,5.44
2.4,commercial,suburban,0.5,1.3,0.171
52.7,residential,rural,10.9,26.4,2.738
139.5,commercial,urban,27.4,100.2,9.916
309.2,commercial,suburban,68.9,205.7,22.726
207.4,residential,suburban,42.4,114.7,11.572
1.0,commercial,rural,0.2,0.6,0.068
24.7,commercial,suburban,5.2,12.3,1.603
23.3,commercial,urban,4.6,14.8,1.776
53.3,commercial,rural,10.8,27.0,3.829
103.8,residential,suburban,22.2,69.0,6.188
16.6,residential,suburban,3.6,10.9,0.953
247.3,residential,rural,54.0,176.4,12.782
150.1,commercial,rural,32.4,103.0,9.902
54.4,residential,rural,11.2,28.1,2.868
87.7,residential,urban,17.5,55.1,5.307
78.0,residential,urban,16.8,50.7,4.727
87.3,residential,urban,18.7,52.5,5.621
196.7,commercial,rural,40.9,117.5,14.76
22.3,residential,urban,4.9,14.1,1.481
115.1,commercial,suburban,23.7,65.5,8.81
11.3,residential,rural,2.3,5.7,0.628
61.5,commercial,urban,12.9,30.7,4.544
101.0,residential,suburban,20.4,56.6,5.832
1.3,residential,urban,0.2,0.7,0.085
11.4,commercial,rural,2.4,6.1,0.734
9.6,commercial,urban,1.9,6.0,0.757
47.0,industrial,rural,9.8,27.8,3.944
97.3,commercial,suburban,19.4,56.1,7.58
500.0,residential,urban,105.2,307.7,31.671
29.3,commercial,urban,6.7,17.9,2.264
14.6,residential,urban,2.8,8.8,0.84
53.6,commercial,rural,10.8,35.1,3.533
15.8,industrial,urban,3.2,9.9,1.511
2.5,industrial,suburban,0.5,1.3,0.218
83.0,commercial,rural,15.9,57.9,5.887
211.7,industrial,urban,43.9,134.7,19.168
197.2,industrial,rural,46.5,107.6,15.006
10.6,commercial,suburban,2.1,7.4,0.834
16.0,residential,urban,3.1,11.3,1.04
67.6,residential,urban,13.0,38.9,4.214
45.8,residential,urban,8.6,29.4,2.847
121.4,residential,urban,26.2,67.0,7.926
68.3,commercial,suburban,14.7,36.4,4.594
2.0,residential,rural,0.4,1.4,0.11
33.5,commercial,rural,7.1,20.5,2.191
231.8,residential,urban,47.0,157.3,14.471
71.6,residential,urban,15.5,51.0,4.723
159.9,residential,urban,30.7,102.9,9.503
51.5,residential,rural,10.7,30.1,3.051
113.0,commercial,urban,22.3,59.9,7.948
18.5,residential,suburban,4.0,11.7,1.041
133.4,commercial,suburban,28.3,91.8,10.113
154.4,commercial,rural,31.1,93.3,9.701
9.4,commercial,rural,2.1,6.5,0.674
20.2,residential,urban,3.9,13.7,1.267
62.2,commercial,urban,12.1,32.6,4.969
101.5,residential,urban,20.1,68.9,6.593
101.5,residential,suburban,21.4,56.4,6.556
110.3,residential,urban,21.0,73.9,6.352
125.3,residential,urban,25.8,73.4,8.606
70.5,industrial,suburban,14.6,46.5,6.783
85.5,commercial,rural,17.7,46.5,6.107
1.0,residential,rural,0.2,0.6,0.056
18.2,commercial,urban,3.7,13.1,1.276
69.0,residential,rural,13.0,40.9,4.156
136.9,residential,rural,25.9,94.8,7.209
165.5,industrial,urban,34.0,120.1,15.701
130.5,commercial,urban,28.2,83.6,9.86
66.6,residential,urban,13.9,47.0,4.294
33.0,residential,suburban,7.1,17.7,1.865
58.8,residential,rural,12.3,40.8,3.576
1.0,residential,urban,0.2,0.6,0.063
91.1,industrial,rural,18.1,68.0,7.742
7.7,residential,urban,1.7,4.7,0.448
15.7,residential,rural,3.1,8.9,0.91
98.3,industrial,suburban,20.3,62.3,8.656
1.3,commercial,urban,0.3,0.8,0.094
85.2,commercial,urban,18.8,44.5,6.044
101.7,commercial,suburban,21.7,64.9,7.382
155.2,industrial,rural,30.9,107.5,11.935
7.0,industrial,suburban,1.5,4.4,0.602
1.0,residential,suburban,0.2,0.5,0.061
145.6,commercial,suburban,33.2,74.2,11.504
34.3,industrial,suburban,8.1,24.2,3.139
218.2,residential,suburban,40.0,156.2,11.824
20.5,residential,urban,4.0,14.5,1.309
88.1,residential,urban,18.2,49.7,5.944
11.6,commercial,urban,2.3,7.7,0.845
51.5,residential,urban,9.7,36.5,3.202
213.8,residential,urban,45.4,153.7,13.797
93.7,residential,suburban,20.2,51.5,5.73
117.0,industrial,urban,25.7,73.2,10.234
25.6,commercial,urban,5.0,15.3,1.877
256.1,residential,rural,56.1,163.3,14.132
97.7,commercial,urban,22.2,48.5,7.981
11.2,commercial,rural,2.4,7.0,0.782
1.6,commercial,urban,0.3,0.8,0.122
1.6,commercial,urban,0.3,1.0,0.129
5.3,commercial,urban,1.0,3.2,0.404
242.6,residential,rural,45.5,140.4,13.788
44.4,residential,urban,8.3,30.8,2.705
35.4,residential,urban,6.5,19.8,2.16
53.9,commercial,urban,11.3,32.3,4.218
52.7,residential,rural,11.0,35.8,2.85
27.2,residential,rural,5.5,17.4,1.673
9.6,residential,urban,2.0,6.5,0.588
11.5,residential,rural,2.1,6.8,0.65
91.4,residential,suburban,19.5,60.9,5.507
50.6,industrial,urban,10.8,31.8,4.351
232.7,commercial,suburban,53.4,111.8,15.696
62.3,commercial,urban,12.4,32.7,4.512
70.0,residential,rural,15.1,41.4,4.288
263.4,industrial,suburban,53.6,174.3,22.386
69.6,residential,urban,14.8,39.0,4.02
69.7,residential,suburban,14.3,42.6,4.472
45.1,residential,urban,9.4,22.6,2.874
123.9,commercial,suburban,28.1,83.3,8.944
49.8,industrial,urban,11.8,27.1,4.685
88.8,residential,urban,18.0,50.5,5.817
59.3,residential,urban,11.4,38.0,3.474
75.2,residential,urban,14.6,38.3,4.561
175.5,residential,rural,33.3,96.8,9.897
53.4,commercial,urban,11.6,26.2,3.845
26.1,commercial,urban,6.0,14.4,1.81
84.5,commercial,urban,18.2,41.8,6.153
277.3,residential,suburban,58.1,166.2,16.01
118.2,commercial,suburban,23.5,72.0,8.708
36.9,commercial,suburban,7.9,24.9,2.814
329.7,residential,rural,70.4,185.0,19.573
42.0,residential,rural,8.5,24.7,2.245
409.0,residential,suburban,79.9,281.8,24.665
21.3,residential,urban,4.1,13.7,1.36
500.0,industrial,suburban,107.3,277.1,46.759
7.9,commercial,urban,1.7,4.1,0.573
124.9,commercial,suburban,25.1,63.6,8.98
134.9,residential,urban,27.7,67.7,8.372
113.8,residential,urban,23.4,61.5,7.501
150.3,residential,suburban,27.9,85.8,8.874
63.8,commercial,rural,12.5,34.9,4.778
5.6,residential,suburban,1.1,2.9,0.308
44.3,residential,rural,9.4,26.9,2.709
102.8,residential,rural,21.2,65.6,6.093
103.9,residential,rural,22.3,63.6,5.673
21.7,commercial,rural,4.7,14.6,1.459
29.2,residential,urban,5.9,16.8,1.947
66.7,residential,urban,14.3,46.3,4.223
130.4,residential,urban,28.6,83.8,8.007
191.6,residential,urban,41.0,109.6,11.1
9.0,residential,urban,1.8,5.1,0.582
259.9,residential,urban,57.1,132.2,15.566
262.7,residential,urban,54.8,148.9,17.648
1.0,residential,suburban,0.2,0.6,0.06
70.6,residential,urban,13.0,50.0,4.197
88.5,residential,suburban,16.3,47.7,5.365
80.7,industrial,suburban,19.2,59.8,6.744
95.7,residential,suburban,17.7,60.3,6.182
70.0,residential,urban,13.5,34.7,4.278
34.8,residential,suburban,6.8,16.9,2.04
10.1,residential,urban,2.0,6.6,0.621
23.4,residential,suburban,5.0,15.7,1.309
134.8,commercial,rural,26.0,65.8,8.453
27.6,industrial,urban,6.5,19.0,2.448
177.0,residential,rural,37.5,115.7,10.451
51.7,commercial,urban,11.8,28.2,3.574
53.5,residential,rural,11.0,33.8,2.71
202.9,residential,suburban,43.5,123.2,11.202
24.1,commercial,urban,5.5,14.0,1.697
21.0,residential,urban,3.9,14.4,1.263
422.7,industrial,suburban,93.2,245.1,40.334
77.8,residential,rural,15.5,55.8,4.484
21.1,commercial,urban,4.5,11.2,1.532
18.1,residential,suburban,3.3,10.1,1.11
197.8,residential,urban,37.2,128.4,11.597
91.6,residential,rural,17.2,54.3,5.566
12.2,residential,urban,2.2,6.8,0.76
218.0,residential,rural,46.7,155.2,11.747
58.7,residential,urban,11.9,34.9,3.498
454.3,residential,suburban,92.9,301.5,24.956
33.1,commercial,rural,6.7,18.9,2.336
75.3,residential,rural,14.1,40.6,4.191
19.0,residential,suburban,3.8,12.9,1.035
57.9,residential,rural,11.3,35.7,3.456
19.4,residential,suburban,3.7,11.1,1.067
36.7,residential,urban,7.4,18.6,2.406
31.5,commercial,rural,6.8,17.6,2.359
33.3,residential,urban,7.1,23.3,2.264
350.1,residential,urban,72.7,221.3,22.804
3.9,commercial,urban,0.8,2.0,0.265
68.7,industrial,urban,14.1,48.3,5.889
99.2,industrial,suburban,23.6,73.9,8.641
108.1,commercial,urban,21.9,72.8,7.879
140.5,residential,urban,26.0,99.9,8.24
143.1,residential,suburban,29.6,93.7,8.106
311.2,commercial,rural,67.1,188.5,22.158
140.9,residential,urban,25.7,90.4,8.642
173.6,residential,urban,33.1,121.8,10.236
76.0,residential,urban,14.1,43.0,4.28
107.2,residential,urban,20.3,54.0,6.156
65.0,residential,suburban,12.2,34.6,4.229
32.4,residential,urban,6.4,22.4,2.198
37.6,residential,suburban,7.5,24.2,2.179
44.7,residential,rural,8.1,30.2,2.402
41.6,residential,suburban,8.1,28.8,2.602
76.2,residential,urban,14.3,39.6,4.348
28.5,commercial,suburban,5.9,16.0,1.972
72.7,commercial,urban,16.1,48.8,5.108
248.0,commercial,urban,50.6,164.6,18.187
52.1,residential,suburban,10.2,27.8,3.104
25.2,residential,urban,4.7,17.8,1.586
42.6,commercial,urban,8.6,23.5,3.231
209.5,residential,urban,40.8,105.4,12.567
284.2,residential,urban,57.4,168.7,17.54
217.8,residential,urban,46.9,143.8,14.395
33.9,residential,rural,7.4,20.9,1.739
49.1,commercial,urban,9.8,32.4,3.696
368.6,residential,urban,79.6,257.3,22.502
39.1,residential,rural,7.4,27.9,2.405
14.8,residential,suburban,3.0,9.2,0.925
33.1,residential,suburban,6.2,16.8,2.117
332.4,residential,urban,66.8,218.3,18.804
53.8,residential,suburban,10.6,29.3,3.498
271.6,residential,urban,55.7,163.2,17.755
11.0,residential,urban,2.1,7.6,0.63
145.3,commercial,urban,31.3,88.0,11.954
9.8,residential,suburban,2.1,5.6,0.627
22.0,residential,urban,4.8,11.5,1.325
95.7,commercial,urban,18.4,48.7,7.323
57.0,residential,suburban,11.1,33.6,3.509
109.9,residential,suburban,23.3,71.8,6.303
362.7,residential,urban,76.5,234.4,24.871
5.4,residential,suburban,1.2,3.7,0.317
21.3,industrial,rural,4.7,12.3,1.78
102.2,residential,rural,19.4,68.4,6.114
226.8,residential,urban,47.1,146.0,12.958
159.8,industrial,suburban,36.8,114.5,13.472
62.7,industrial,rural,12.8,43.0,4.634
136.8,residential,rural,29.5,72.4,7.192
23.3,residential,suburban,4.2,14.9,1.386
1.4,commercial,urban,0.3,0.7,0.107
84.4,commercial,urban,18.0,52.3,6.095
167.8,residential,urban,32.1,112.5,9.902
56.8,industrial,urban,12.2,33.0,5.054
84.2,commercial,urban,17.7,46.4,6.886
54.8,residential,suburban,10.3,39.3,3.299
72.2,residential,urban,14.3,49.0,4.819
215.7,industrial,suburban,47.3,162.7,20.133
65.0,residential,urban,12.0,42.7,3.866
1.0,industrial,urban,0.2,0.7,0.1
160.9,residential,rural,32.7,104.8,8.259
96.2,industrial,urban,19.2,50.7,8.531
131.1,commercial,rural,26.7,89.4,9.202
231.4,residential,urban,44.4,156.2,15.404
33.7,industrial,urban,8.1,23.8,3.437
69.9,residential,rural,13.8,40.9,4.027
92.3,commercial,suburban,20.7,58.8,6.478
42.4,residential,urban,8.9,28.3,2.564
187.1,residential,urban,34.0,107.4,11.07
119.6,residential,suburban,23.8,66.0,7.081
132.2,commercial,urban,27.6,74.2,10.424
165.0,residential,suburban,30.8,115.7,9.915
29.9,residential,suburban,5.5,15.6,1.642
136.9,residential,rural,26.7,95.3,6.952
148.6,commercial,rural,30.2,100.2,10.156
184.8,industrial,urban,44.1,106.7,18.907
67.0,industrial,suburban,14.1,48.8,6.245
70.2,residential,suburban,12.7,50.3,3.876
10.3,residential,urban,2.2,7.4,0.661
191.1,industrial,suburban,40.3,115.1,15.513
76.2,residential,suburban,14.6,49.2,4.75
90.2,commercial,urban,18.4,64.8,6.806
12.9,residential,urban,2.7,8.5,0.743
92.1,residential,urban,18.3,63.1,5.757
4.3,commercial,suburban,0.8,2.5,0.322
256.7,residential,rural,51.8,124.0,15.214
199.2,residential,rural,40.4,140.7,10.706
21.6,residential,urban,4.1,14.7,1.221
90.1,residential,urban,19.0,56.8,5.878
92.3,residential,urban,18.8,55.6,5.941
162.7,commercial,suburban,37.1,113.1,12.328
141.4,residential,suburban,26.8,77.6,8.398
499.7,industrial,urban,114.6,286.1,48.296
43.2,industrial,rural,9.4,25.4,3.538
13.3,residential,suburban,2.4,7.4,0.76
